,Co,Cr,Fe,Ni,Mn,Al,Cu,Mo,Hardness
49,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,144.0
50,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,209.0
51,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,263.0
52,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,402.0
53,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,432.0
54,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.38461538461538464,0.0,0.0,487.0
55,0.2,0.2,0.2,0.15,0.0,0.25,0.0,0.0,487.0
56,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,506.0
57,0.0,0.23255813953488372,0.3488372093023256,0.11627906976744186,0.23255813953488372,0.06976744186046512,0.0,0.0,297.0
58,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,396.0
59,0.2,0.2,0.2,0.1,0.0,0.3,0.0,0.0,484.0
60,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,904.0
61,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.3076923076923077,0.0,0.07692307692307693,615.0
62,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.25,0.0,0.08333333333333333,665.0
63,0.1,0.2,0.2,0.2,0.0,0.2,0.0,0.1,780.0
64,0.19607843137254902,0.19607843137254902,0.11764705882352941,0.19607843137254902,0.0,0.19607843137254902,0.0,0.09803921568627451,750.0
65,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.0,560.0
66,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,864.0
67,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,815.0
68,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,770.0
69,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,730.0
70,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,725.0
71,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,720.0
72,0.2,0.1,0.2,0.2,0.0,0.2,0.0,0.1,612.0
73,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,640.0
74,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,711.0
75,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.0,0.16666666666666666,0.0,0.08333333333333333,627.0
76,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,650.0
77,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.07692307692307693,596.0
78,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.15384615384615385,0.0,0.07692307692307693,404.0
79,0.2,0.2,0.2,0.2,0.0,0.1,0.0,0.1,440.0
80,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,458.0
81,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,423.0
82,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,473.0
83,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,418.0
84,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,416.0
85,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,420.0
86,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,350.0
87,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,367.0
88,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,208.0
89,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,208.0
90,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,225.0
91,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.05660377358490566,0.0,0.0,125.0
92,0.18,0.35,0.1,0.055,0.075,0.24,0.0,0.0,650.0
93,0.09,0.35,0.1,0.05,0.155,0.255,0.0,0.0,628.0
94,0.06,0.35,0.06,0.05,0.18,0.3,0.0,0.0,605.0
95,0.18,0.22,0.22,0.22,0.05,0.11,0.0,0.0,198.0
96,0.16,0.185,0.165,0.135,0.05,0.305,0.0,0.0,505.0
